ID	ACCESSION-2	Start	End	strand	Chromosome
NCU11236	NCU11236.7	2593666	2594586	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01571	NCU01571.7	3050710	3052256	+	supercont10.2 of Neurospora crassa (OR74A)
NCU08257	NCU08257.7	4795017	4795815	-	supercont10.3 of Neurospora crassa (OR74A)
NCU11146	NCU11146.7	5715154	5717118	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09549	NCU09549.7	4554737	4556838	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01358	NCU01358.7	3767240	3769039	+	supercont10.5 of Neurospora crassa (OR74A)
NCU12083	NCU17074.7	44923	46881	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11696	NCU07933.7	205431	206036	+	supercont10.4 of Neurospora crassa (OR74A)
NCU04394	NCU04394.7	3505045	3507378	+	supercont10.4 of Neurospora crassa (OR74A)
NCU04611	NCU04611.7	1506491	1511409	+	supercont10.5 of Neurospora crassa (OR74A)
NCU02602	NCU02602.7	2870874	2871770	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11598	NCU16942.7	883997	888431	-	supercont10.5 of Neurospora crassa (OR74A)
NCU10283	NCU08409.7	3963752	3966342	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06465	NCU06465.7	1498687	1500895	+	supercont10.3 of Neurospora crassa (OR74A)
NCU03714	NCU03714.7	2180457	2182643	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09544	NCU09544.7	4538496	4541760	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07860	NCU07860.7	1134395	1136446	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09192	NCU09192.7	5777260	5779484	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04633	NCU04633.7	1389186	1392369	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08780	NCU08780.7	5145733	5146613	+	supercont10.3 of Neurospora crassa (OR74A)
NCU02310	NCU02310.7	1283719	1286828	+	supercont10.7 of Neurospora crassa (OR74A)
NCU06875	NCU06875.7	3622480	3623807	+	supercont10.7 of Neurospora crassa (OR74A)
NCU04005	NCU04005.7	2219121	2222777	+	supercont10.6 of Neurospora crassa (OR74A)
NCU07484	NCU07484.7	456742	461929	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00774	NCU00774.7	7217862	7219496	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07608	NCU07608.7	243564	245008	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03962	NCU03962.7	2380511	2385606	-	supercont10.6 of Neurospora crassa (OR74A)
NCU04362	NCU04362.7	3636176	3637689	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07076	NCU07076.7	238339	241210	+	supercont10.6 of Neurospora crassa (OR74A)
NCU01015	NCU01015.7	2689572	2692342	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00097	NCU00097.7	2605344	2606264	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05758	NCU05758.7	526200	527900	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00263	NCU00263.7	3210064	3212997	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07799	NCU07799.7	248779	249087	+	supercont10.5 of Neurospora crassa (OR74A)
NCU10360	NCU10360.7	3112786	3115100	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09999	NCU09999.7	3664433	3665944	+	supercont10.1 of Neurospora crassa (OR74A)
NCU12014	NCU17215.7	603379	604596	+	supercont10.7 of Neurospora crassa (OR74A)
NCU05176	NCU05176.7	5868124	5869470	+	supercont10.4 of Neurospora crassa (OR74A)
NCU07083	NCU07083.7	215487	217229	-	supercont10.6 of Neurospora crassa (OR74A)
NCU00237	NCU00237.7	3122430	3125293	+	supercont10.3 of Neurospora crassa (OR74A)
NCU04847	NCU04847.7	1048451	1051600	+	supercont10.6 of Neurospora crassa (OR74A)
NCU09349	NCU09349.7	4198027	4199832	+	supercont10.2 of Neurospora crassa (OR74A)
NCU08787	NCU08787.7	5123999	5126468	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11515	NCU16411.7	5680073	5681214	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00763	NCU00763.7	7267094	7271438	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00802	NCU00802.7	7117551	7119576	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06855	NCU06855.7	1745098	1746657	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06667	NCU06667.7	4192833	4193453	-	supercont10.5 of Neurospora crassa (OR74A)
NCU11722	NCU06389.7	1875736	1878585	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04613	NCU04613.7	1500049	1501274	+	supercont10.5 of Neurospora crassa (OR74A)
NCU11949	NCU16588.7	2083535	2084536	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00417	NCU00417.7	3780944	3781922	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05505	NCU05505.7	1696219	1696693	+	supercont10.6 of Neurospora crassa (OR74A)
NCU08319	NCU08319.7	2422966	2425813	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08625	NCU08625.7	9636418	9637960	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04104	NCU04104.7	4845044	4848475	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00688	NCU00688.7	7547206	7548843	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11348	NCU11348.7	6246050	6246815	+	supercont10.5 of Neurospora crassa (OR74A)
NCU05958	NCU05958.7	3315268	3318363	+	supercont10.6 of Neurospora crassa (OR74A)
NCU05921	NCU05921.7	3467021	3468410	-	supercont10.6 of Neurospora crassa (OR74A)
NCU03497	NCU03497.7	478053	479611	+	supercont10.2 of Neurospora crassa (OR74A)
NCU09694	NCU09694.7	812417	813917	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04283	NCU04283.7	5494100	5494912	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02618	NCU02618.7	2932448	2935540	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11357	NCU11357.7	541979	543720	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09894	NCU09894.7	3987063	3990503	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05091	NCU05091.7	3764397	3766529	+	supercont10.6 of Neurospora crassa (OR74A)
NCU00913	NCU00913.7	6761486	6763665	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06513	NCU06513.7	1486331	1487778	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09903	NCU09903.7	9604	13334	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01164	NCU01164.7	3097706	3101396	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07331	NCU07331.7	4345648	4346931	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01766	NCU01766.7	2510434	2512365	+	supercont10.2 of Neurospora crassa (OR74A)
NCU00741	NCU00741.7	7362778	7364511	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03129	NCU03129.7	4664081	4665753	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09907	NCU09907.7	40950	42632	-	supercont10.1 of Neurospora crassa (OR74A)
NCU10049	NCU10049.7	3263211	3264417	+	supercont10.6 of Neurospora crassa (OR74A)
NCU05801	NCU05801.7	383618	385998	+	supercont10.7 of Neurospora crassa (OR74A)
NCU00017	NCU00017.7	2296674	2298806	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05651	NCU05651.7	1201184	1202251	+	supercont10.6 of Neurospora crassa (OR74A)
NCU09606	NCU09606.7	68824	69666	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07731	NCU07731.7	2064356	2066515	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00021	NCU00021.7	2316983	2321637	-	supercont10.3 of Neurospora crassa (OR74A)
NCU01327	NCU01327.7	3670047	3672246	-	supercont10.5 of Neurospora crassa (OR74A)
NCU10045	NCU10045.7	3269857	3271118	-	supercont10.6 of Neurospora crassa (OR74A)
NCU07786	NCU07786.7	305390	306092	-	supercont10.5 of Neurospora crassa (OR74A)
NCU10404	NCU10404.7	2899017	2900191	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03786	NCU03786.7	2407951	2410751	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00549	NCU00549.7	8048225	8049440	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01814	NCU01814.7	2335697	2337575	-	supercont10.2 of Neurospora crassa (OR74A)
NCU07355	NCU07355.7	6263426	6265061	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09226	NCU09226.7	5909898	5911704	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03409	NCU03409.7	822906	824822	-	supercont10.2 of Neurospora crassa (OR74A)
NCU07473	NCU07473.7	514584	518790	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09990	NCU09990.7	3943325	3945731	-	supercont10.7 of Neurospora crassa (OR74A)
NCU05974	NCU05974.7	3243601	3245706	+	supercont10.6 of Neurospora crassa (OR74A)
NCU09445	NCU09445.7	4034703	4035887	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02726	NCU02726.7	3338451	3339953	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07945	NCU07945.7	1270534	1272745	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09057	NCU09057.7	3770180	3771743	+	supercont10.7 of Neurospora crassa (OR74A)
NCU04190	NCU04190.7	5150381	5153892	-	supercont10.5 of Neurospora crassa (OR74A)
NCU04708	NCU04708.7	463190	464497	-	supercont10.6 of Neurospora crassa (OR74A)
NCU01805	NCU01805.7	2362217	2363983	+	supercont10.2 of Neurospora crassa (OR74A)
NCU01722	NCU01722.7	2635987	2640124	+	supercont10.2 of Neurospora crassa (OR74A)
NCU02640	NCU02640.7	3024285	3025255	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02812	NCU02812.7	9038045	9040016	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03564	NCU03564.7	211878	214843	-	supercont10.2 of Neurospora crassa (OR74A)
NCU08490	NCU08490.7	3479215	3480682	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03805	NCU03805.7	2471311	2472266	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09745	NCU09745.7	1940578	1941756	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09994	NCU09994.7	3677688	3680033	+	supercont10.1 of Neurospora crassa (OR74A)
NCU12086	NCU12086.7	151704	153478	+	supercont10.6 of Neurospora crassa (OR74A)
NCU09947	NCU09947.7	6023508	6024661	+	supercont10.5 of Neurospora crassa (OR74A)
NCU01298	NCU01298.7	3569386	3570367	+	supercont10.5 of Neurospora crassa (OR74A)
NCU05351	NCU05351.7	1403879	1404650	-	supercont10.2 of Neurospora crassa (OR74A)
NCU11461	NCU16347.7	2085202	2086399	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06204	NCU06204.7	1902142	1904054	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06266	NCU06266.7	2128198	2130274	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00407	NCU00407.7	3752187	3754256	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00833	NCU00833.7	7015582	7022669	+	supercont10.1 of Neurospora crassa (OR74A)
NCU10008	NCU10008.7	716981	719193	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06780	NCU06780.7	1956500	1958764	-	supercont10.2 of Neurospora crassa (OR74A)
NCU02674	NCU02674.7	3162812	3165313	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08786	NCU08786.7	5127435	5128031	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09223	NCU09223.7	5899718	5901968	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03096	NCU03096.7	4526863	4528831	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05154	NCU05154.7	3552669	3556828	+	supercont10.6 of Neurospora crassa (OR74A)
NCU09299	NCU09299.7	4228048	4229854	-	supercont10.7 of Neurospora crassa (OR74A)
NCU04896	NCU04896.7	658757	660725	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07965	NCU07965.7	1210588	1211831	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08503	NCU08503.7	3433297	3434966	-	supercont10.2 of Neurospora crassa (OR74A)
NCU11792	NCU16905.7	5110331	5111090	+	supercont10.4 of Neurospora crassa (OR74A)
NCU00851	NCU00851.7	6958974	6959369	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03107	NCU03107.7	4584348	4586482	-	supercont10.1 of Neurospora crassa (OR74A)
NCU10009	NCU10009.7	1777444	1782553	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11977	NCU17275.7	3800068	3800616	-	supercont10.2 of Neurospora crassa (OR74A)
NCU04617	NCU04617.7	1475089	1478459	-	supercont10.5 of Neurospora crassa (OR74A)
NCU04881	NCU04881.7	611674	615594	+	supercont10.4 of Neurospora crassa (OR74A)
NCU10687	NCU10687.7	1094867	1097657	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08475	NCU08475.7	3527160	3528491	-	supercont10.2 of Neurospora crassa (OR74A)
NCU02493	NCU02493.7	2503969	2505639	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00055	NCU00055.7	2449737	2451411	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06964	NCU06964.7	4679993	4681359	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08984	NCU08984.7	4134635	4136268	+	supercont10.3 of Neurospora crassa (OR74A)
NCU03739	NCU03739.7	2256871	2258424	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03265	NCU03265.7	5126778	5128196	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09073	NCU09073.7	763753	764911	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02784	NCU02784.7	9204547	9205478	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11796	NCU09504.7	5416304	5417974	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06963	NCU06963.7	4675713	4678783	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02078	NCU02078.7	1440550	1443576	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02678	NCU02678.7	3174688	3176333	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02741	NCU02741.7	3390263	3391789	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09150	NCU09150.7	165973	167007	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05686	NCU05686.7	506445	508221	+	supercont10.3 of Neurospora crassa (OR74A)
NCU07671	NCU07671.7	2293926	2294832	+	supercont10.4 of Neurospora crassa (OR74A)
NCU00781	NCU00781.7	7201114	7201383	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11451	NCU16336.7	1467834	1469900	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03365	NCU03365.7	952867	955021	-	supercont10.2 of Neurospora crassa (OR74A)
NCU02918	NCU02918.7	8692542	8699834	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09937	NCU09937.7	5252905	5254978	-	supercont10.4 of Neurospora crassa (OR74A)
NCU08058	NCU08058.7	130428	132364	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09182	NCU09182.7	276773	277640	+	supercont10.3 of Neurospora crassa (OR74A)
NCU01087	NCU01087.7	2869543	2870682	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05923	NCU05923.7	3461038	3464101	+	supercont10.6 of Neurospora crassa (OR74A)
NCU06629	NCU06629.7	1864223	1866338	-	supercont10.4 of Neurospora crassa (OR74A)
NCU08223	NCU08223.7	4683042	4684305	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03253	NCU03253.7	5075020	5077478	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07312	NCU07312.7	4412497	4414080	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02314	NCU02314.7	1292888	1296723	+	supercont10.7 of Neurospora crassa (OR74A)
NCU05169	NCU05169.7	5891820	5893430	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00010	NCU00010.7	2266604	2271152	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07918	NCU07918.7	1358677	1360886	+	supercont10.4 of Neurospora crassa (OR74A)
NCU12044	NCU12044.7	2839177	2839719	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02402	NCU02402.7	1626083	1630140	+	supercont10.7 of Neurospora crassa (OR74A)
NCU07443	NCU07443.7	609537	615061	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00403	NCU00403.7	3734924	3738117	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06899	NCU06899.7	3550264	3551110	+	supercont10.7 of Neurospora crassa (OR74A)
NCU00387	NCU00387.7	3670849	3672023	+	supercont10.3 of Neurospora crassa (OR74A)
NCU08187	NCU08187.7	581173	581799	-	supercont10.7 of Neurospora crassa (OR74A)
NCU09076	NCU09076.7	767217	770233	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08822	NCU08822.7	5119140	5120144	+	supercont10.4 of Neurospora crassa (OR74A)
NCU07927	NCU07927.7	1325862	1327577	-	supercont10.4 of Neurospora crassa (OR74A)
NCU10954	NCU10954.7	301159	301533	-	supercont10.7 of Neurospora crassa (OR74A)
NCU02116	NCU02116.7	1201559	1202789	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05623	NCU05623.7	1286378	1287578	-	supercont10.6 of Neurospora crassa (OR74A)
NCU11399	NCU11399.7	4153272	4155218	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00086	NCU00086.7	2564812	2565909	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09432	NCU09432.7	4092613	4095818	+	supercont10.7 of Neurospora crassa (OR74A)
NCU03367	NCU03367.7	945302	947688	-	supercont10.2 of Neurospora crassa (OR74A)
NCU07874	NCU07874.7	1196671	1199550	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09722	NCU09722.7	2893587	2895819	-	supercont10.7 of Neurospora crassa (OR74A)
NCU11910	NCU16538.7	619378	621963	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03362	NCU03362.7	968957	970347	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07241	NCU07241.7	6124521	6127063	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00727	NCU00727.7	7402347	7404030	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01381	NCU01381.7	3840815	3841782	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02366	NCU02366.7	1518281	1521757	+	supercont10.7 of Neurospora crassa (OR74A)
NCU01515	NCU01515.7	3219914	3221935	+	supercont10.2 of Neurospora crassa (OR74A)
NCU00720	NCU00720.7	7427157	7428632	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08243	NCU08243.7	4761941	4764324	-	supercont10.3 of Neurospora crassa (OR74A)
NCU01629	NCU01629.7	2924423	2926712	+	supercont10.2 of Neurospora crassa (OR74A)
NCU00425	NCU00425.7	3817378	3818117	+	supercont10.3 of Neurospora crassa (OR74A)
NCU10715	NCU10715.7	2410998	2413048	-	supercont10.7 of Neurospora crassa (OR74A)
NCU09572	NCU09572.7	3289363	3290654	-	supercont10.7 of Neurospora crassa (OR74A)
NCU11134	NCU11134.7	15930	16647	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11744	NCU16821.7	2907806	2909298	+	supercont10.4 of Neurospora crassa (OR74A)
NCU11664	NCU17043.7	5311383	5311946	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02006	NCU02006.7	1699458	1703030	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05180	NCU05180.7	5844408	5847434	+	supercont10.4 of Neurospora crassa (OR74A)
NCU01654	NCU01654.7	2797995	2800736	-	supercont10.2 of Neurospora crassa (OR74A)
NCU01434	NCU01434.7	4762496	4762960	+	supercont10.5 of Neurospora crassa (OR74A)
NCU01060	NCU01060.7	2794599	2795317	+	supercont10.5 of Neurospora crassa (OR74A)
NCU00526	NCU00526.7	8120543	8122532	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00961	NCU00961.7	6571351	6572486	+	supercont10.1 of Neurospora crassa (OR74A)
NCU10061	NCU10061.7	5883021	5884734	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09282	NCU09282.7	4162459	4164824	-	supercont10.7 of Neurospora crassa (OR74A)
NCU01539	NCU01539.7	3147483	3151119	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06436	NCU06436.7	1407974	1410535	+	supercont10.3 of Neurospora crassa (OR74A)
NCU07883	NCU07883.7	1228386	1230789	+	supercont10.3 of Neurospora crassa (OR74A)
NCU08749	NCU08749.7	3881835	3883688	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07113	NCU07113.7	136247	138233	-	supercont10.6 of Neurospora crassa (OR74A)
NCU08847	NCU08847.7	173994	176647	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08086	NCU08086.7	216105	216521	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07817	NCU07817.7	973184	974249	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09677	NCU09677.7	868670	870835	+	supercont10.5 of Neurospora crassa (OR74A)
NCU06451	NCU06451.7	1454289	1455983	+	supercont10.3 of Neurospora crassa (OR74A)
NCU08272	NCU08272.7	2585930	2588068	+	supercont10.4 of Neurospora crassa (OR74A)
NCU03405	NCU03405.7	833204	833919	-	supercont10.2 of Neurospora crassa (OR74A)
NCU01464	NCU01464.7	4654694	4656659	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00331	NCU00331.7	3480710	3483417	+	supercont10.3 of Neurospora crassa (OR74A)
NCU06488	NCU06488.7	1599008	1604097	-	supercont10.3 of Neurospora crassa (OR74A)
NCU04488	NCU04488.7	3198491	3199426	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06331	NCU06331.7	2887942	2890242	+	supercont10.4 of Neurospora crassa (OR74A)
NCU04047	NCU04047.7	2082104	2084025	-	supercont10.6 of Neurospora crassa (OR74A)
NCU04332	NCU04332.7	5648951	5650156	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09620	NCU09620.7	38686	39994	-	supercont10.2 of Neurospora crassa (OR74A)
NCU00296	NCU00296.7	3347862	3349394	-	supercont10.3 of Neurospora crassa (OR74A)
NCU11365	NCU11365.7	192350	193975	+	supercont10.4 of Neurospora crassa (OR74A)
NCU07636	NCU07636.7	345246	346821	+	supercont10.4 of Neurospora crassa (OR74A)
NCU04074	NCU04074.7	1977426	1979140	-	supercont10.6 of Neurospora crassa (OR74A)
NCU00225	NCU00225.7	3076649	3078930	+	supercont10.3 of Neurospora crassa (OR74A)
NCU07624	NCU07624.7	312680	314578	+	supercont10.4 of Neurospora crassa (OR74A)
NCU06440	NCU06440.7	1419997	1421459	-	supercont10.3 of Neurospora crassa (OR74A)
NCU11684	NCU16738.7	6243421	6245798	+	supercont10.5 of Neurospora crassa (OR74A)
NCU01282	NCU01282.7	3510695	3512602	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09806	NCU09806.7	4108778	4110040	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05887	NCU05887.7	85351	86924	+	supercont10.7 of Neurospora crassa (OR74A)
NCU04506	NCU04506.7	3146152	3147411	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08670	NCU08670.7	4156723	4158183	-	supercont10.4 of Neurospora crassa (OR74A)
NCU10077	NCU10077.7	5697544	5699547	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02691	NCU02691.7	3219699	3220286	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11540	NCU16450.7	7583522	7586085	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05071	NCU05071.7	3832861	3834102	-	supercont10.6 of Neurospora crassa (OR74A)
NCU00127	NCU00127.7	2716885	2719590	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11463	NCU16348.7	2100119	2100880	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09075	NCU09075.7	766683	766973	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04670	NCU04670.7	1250439	1252563	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01336	NCU01336.7	3700551	3703216	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01650	NCU01650.7	2810522	2811566	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06599	NCU06599.7	1762566	1763434	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07592	NCU07592.7	174775	177213	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04444	NCU04444.7	3337030	3342866	-	supercont10.4 of Neurospora crassa (OR74A)
NCU10702	NCU10702.7	6319360	6320600	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01720	NCU01720.7	2644627	2646922	+	supercont10.2 of Neurospora crassa (OR74A)
NCU05618	NCU05618.7	1309342	1310286	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11797	NCU16611.7	5499325	5501344	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02278	NCU02278.7	1166308	1168249	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03622	NCU03622.7	1880593	1883957	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04290	NCU04290.7	5513695	5515915	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07065	NCU07065.7	288649	290319	-	supercont10.6 of Neurospora crassa (OR74A)
NCU07539	NCU07539.7	4445146	4446406	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03313	NCU03313.7	5280627	5281654	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04796	NCU04796.7	851485	853349	-	supercont10.6 of Neurospora crassa (OR74A)
NCU06681	NCU06681.7	4256025	4258331	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02952	NCU02952.7	8603726	8606322	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02483	NCU02483.7	2470348	2471203	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04043	NCU04043.7	2091071	2092334	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11724	NCU16794.7	1939923	1940838	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05287	NCU05287.7	5453681	5454976	-	supercont10.4 of Neurospora crassa (OR74A)
NCU08666	NCU08666.7	4165466	4167039	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04384	NCU04384.7	3543168	3546335	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01366	NCU01366.7	3787202	3791032	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04730	NCU04730.7	574932	578170	-	supercont10.6 of Neurospora crassa (OR74A)
NCU08197	NCU08197.7	4619401	4622174	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09431	NCU09431.7	4097101	4098128	+	supercont10.7 of Neurospora crassa (OR74A)
NCU11053	NCU11053.7	9337290	9338483	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08735	NCU08735.7	3830351	3832192	-	supercont10.2 of Neurospora crassa (OR74A)
NCU09632	NCU09632.7	12521	13311	-	supercont10.2 of Neurospora crassa (OR74A)
NCU12033	NCU12033.7	1632878	1633889	+	supercont10.7 of Neurospora crassa (OR74A)
NCU07993	NCU07993.7	3835985	3837280	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00538	NCU00538.7	8088235	8092261	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11040	NCU11040.7	1663253	1664942	-	supercont10.5 of Neurospora crassa (OR74A)
NCU06307	NCU06307.7	2969007	2970388	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02526	NCU02526.7	2626204	2628262	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01323	NCU01323.7	3657162	3661483	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09596	NCU09596.7	95014	96163	+	supercont10.2 of Neurospora crassa (OR74A)
NCU01550	NCU01550.7	3109681	3111619	+	supercont10.2 of Neurospora crassa (OR74A)
NCU02398	NCU02398.7	1609255	1611212	-	supercont10.7 of Neurospora crassa (OR74A)
